Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
8.47835E-4,40.075651126,0.714172069,0.047775483,0.364864865,0.233201581
8.5142E-4,40.330838003,0.71568153,0.047493899,0.369369369,0.233695652
8.53566E-4,40.501547765,0.716581563,0.047306176,0.372372372,0.238636364
8.55538E-4,40.757948886,0.717405604,0.047024592,0.375375375,0.240612648
8.58124E-4,41.015187468,0.718483392,0.046743007,0.378378378,0.243083004
8.59066E-4,41.272826582,0.718874732,0.046461423,0.37987988,0.243083004
8.64411E-4,41.53131045,0.72108559,0.046179839,0.381381381,0.245059289
8.69904E-4,41.791336726,0.72333954,0.045898254,0.381381381,0.245059289
8.72741E-4,42.052798305,0.724496353,0.04561667,0.384384384,0.247035573
8.78163E-4,42.315701574,0.726694122,0.045335085,0.388888889,0.248517787
8.79206E-4,42.579299959,0.727114859,0.045053501,0.391891892,0.25
8.8123E-4,42.755358392,0.727929359,0.044865778,0.394894895,0.250988142
8.89334E-4,43.021621583,0.731166963,0.044584194,0.397897898,0.252470356
8.91308E-4,43.288987265,0.731949522,0.044302609,0.400900901,0.256916996
8.92489E-4,43.556553381,0.732416929,0.044021025,0.403903904,0.256916996
8.98281E-4,43.825584397,0.734696317,0.043739441,0.406906907,0.287055336
9.00855E-4,44.005581897,0.735703174,0.043551718,0.40990991,0.287055336
9.06366E-4,44.276948749,0.737846169,0.043270133,0.414414414,0.289525692
9.08525E-4,44.549330423,0.738680595,0.042988549,0.415915916,0.289525692
9.11467E-4,44.822503544,0.739813983,0.042706965,0.417417417,0.289525692
9.12623E-4,45.004979925,0.740257892,0.042519242,0.42042042,0.289525692
9.17304E-4,45.279701206,0.742047371,0.042237657,0.424924925,0.290019763
9.25426E-4,45.556540506,0.745123593,0.041956073,0.424924925,0.290019763
9.27422E-4,45.834542701,0.745874064,0.041674488,0.429429429,0.291501976
9.28342E-4,46.020156824,0.746219324,0.041486766,0.432432432,0.295948617
9.30388E-4,46.299132299,0.746984987,0.041205181,0.435435435,0.297924901
9.34872E-4,46.579422552,0.748655544,0.040923597,0.436936937,0.298418972
9.37583E-4,46.766693761,0.749659968,0.040735874,0.438438438,0.304347826
9.41718E-4,47.048781458,0.751184267,0.040454289,0.441441441,0.305335968
9.42921E-4,47.331555093,0.751626055,0.040172705,0.445945946,0.30583004
9.43037E-4,47.520158009,0.751668575,0.039984982,0.448948949,0.30583004
9.45697E-4,47.80360186,0.752642297,0.039703398,0.453453453,0.321640316
9.485E-4,48.08789282,0.753664335,0.039421813,0.457957958,0.322134387
9.49551E-4,48.277798756,0.754046607,0.03923409,0.460960961,0.326581028
9.53867E-4,48.563613383,0.755609701,0.038952506,0.465465465,0.337450593
9.56832E-4,48.754718209,0.756677792,0.038764783,0.468468468,0.338932806
9.664E-4,49.043650973,0.760092504,0.038483199,0.471471471,0.35326087
9.68602E-4,49.334027245,0.760871536,0.038201614,0.475975976,0.357213439
9.73735E-4,49.528373744,0.762677588,0.038013891,0.478978979,0.358201581
9.7661E-4,49.820900463,0.763683524,0.037732307,0.483483483,0.359189723
9.77949E-4,50.01648735,0.764150355,0.037544584,0.486486486,0.359189723
9.81743E-4,50.31032855,0.765468227,0.037263,0.490990991,0.369565217
9.83137E-4,50.506930854,0.76595076,0.037075277,0.492492492,0.369565217
9.85717E-4,50.802524692,0.766840956,0.036793693,0.496996997,0.371047431
9.89988E-4,51.000368031,0.768307587,0.03660597,0.498498498,0.371047431
9.91889E-4,51.297719784,0.768957096,0.036324385,0.501501502,0.372035573
9.95398E-4,51.595770343,0.770151643,0.036042801,0.506006006,0.373023715
9.98427E-4,51.795256226,0.771177808,0.035855078,0.509009009,0.374011858
1.00335E-3,52.096140858,0.772836356,0.035573494,0.513513514,0.374505929
1.00427E-3,52.296911909,0.773142709,0.035385771,0.516516517,0.375
1.00617E-3,52.598553816,0.773780304,0.035104186,0.521021021,0.388833992
1.00763E-3,52.800076732,0.774268269,0.034916463,0.524024024,0.390316206
1.00774E-3,53.001620487,0.774302521,0.03472874,0.525525526,0.391304348
1.01103E-3,53.30454062,0.775398602,0.034447156,0.53003003,0.398715415
1.01158E-3,53.506818668,0.775578975,0.034259433,0.533033033,0.413043478
1.01454E-3,53.81089355,0.77655845,0.033977849,0.537537538,0.42243083
1.01855E-3,54.014288863,0.777880729,0.033790126,0.537537538,0.422924901
1.02385E-3,54.320887899,0.779612177,0.033508541,0.542042042,0.42687747
1.02547E-3,54.52586549,0.780137764,0.033320818,0.543543544,0.42687747
1.02943E-3,54.834155424,0.781421632,0.033039234,0.546546547,0.428359684
1.03403E-3,55.04084075,0.782900886,0.032851511,0.54954955,0.429347826
1.03728E-3,55.351569635,0.783939029,0.032569927,0.551051051,0.431818182
1.03862E-3,55.559237634,0.784367796,0.032382204,0.554054054,0.432312253
1.04075E-3,55.767365257,0.785046152,0.032194481,0.557057057,0.432312253
1.04421E-3,56.080244763,0.786140335,0.031912897,0.56006006,0.455533597
1.04597E-3,56.289263866,0.786696575,0.031725174,0.563063063,0.460474308
1.05283E-3,56.604454498,0.788847991,0.031443589,0.567567568,0.467391304
1.06124E-3,56.816482019,0.791453153,0.031255866,0.570570571,0.468873518
1.06179E-3,57.028805166,0.79162287,0.031068143,0.573573574,0.46986166
1.0625E-3,57.347495258,0.791840287,0.030786559,0.578078078,0.46986166
1.06479E-3,57.560306723,0.792543006,0.030598836,0.581081081,0.473320158
1.06747E-3,57.773753775,0.793362773,0.030411113,0.584084084,0.476778656
1.068E-3,58.094093533,0.79352599,0.030129529,0.588588589,0.479743083
1.07121E-3,58.308130817,0.79450072,0.029941806,0.591591592,0.492094862
1.07387E-3,58.522782271,0.795307704,0.029754083,0.594594595,0.506916996
1.0762E-3,58.845318165,0.796012022,0.029472499,0.599099099,0.513833992
1.07721E-3,59.060723503,0.79631452,0.029284776,0.602102102,0.513833992
1.07828E-3,59.276376196,0.796638158,0.029097053,0.603603604,0.51729249
1.08144E-3,59.600433067,0.797585527,0.028815468,0.606606607,0.518280632
1.08495E-3,59.817420236,0.798630491,0.028627745,0.60960961,0.524209486
1.08533E-3,60.034448021,0.798742521,0.028440023,0.611111111,0.524209486
1.08838E-3,60.252046149,0.79964856,0.0282523,0.614114114,0.524209486
1.09701E-3,60.580083428,0.802185518,0.027970715,0.618618619,0.526185771
1.09953E-3,60.799915434,0.802921404,0.027782992,0.62012012,0.526185771
1.10557E-3,61.020839393,0.804671222,0.027595269,0.623123123,0.526679842
1.10914E-3,61.353076901,0.805698517,0.027313685,0.627627628,0.529644269
1.10992E-3,61.574998456,0.805922276,0.027125962,0.629129129,0.53013834
1.11505E-3,61.797807673,0.807387456,0.026938239,0.630630631,0.531620553
1.11781E-3,62.021126012,0.808172986,0.026750516,0.633633634,0.53458498
